x50,I50,x100,I100,x200,I200,x1,I1,x2,I2,x3,I3
0.0107,20.463,0.0164,18.412,0.0383,8.207,0.0193,2.6694,0.0161,6.6005,0.0153,4.3007
0.0107,20.702,0.0164,18.688,0.0384,8.491,0.0194,2.732,0.0161,6.5994,0.0153,4.368
0.0107,21.158,0.0165,18.928,0.0385,8.545,0.0194,2.7236,0.0161,6.6931,0.0153,4.5277
0.0108,21.532,0.0165,18.923,0.0386,8.715,0.0195,2.6936,0.0161,6.7027,0.0154,4.5566
0.0108,21.909,0.0165,18.81,0.0387,9.041,0.0195,2.6511,0.0161,6.7273,0.0154,4.7531
0.0109,22.325,0.0165,18.654,0.0388,9.191,0.0196,2.6617,0.0161,6.7005,0.0154,4.8117
0.011,22.394,0.0165,18.477,0.0389,9.41,0.0196,2.7155,0.0161,6.7339,0.0155,4.9519
0.011,22.79,0.0165,18.486,0.039,9.507,0.0197,2.6962,0.0161,6.7133,0.0155,4.9556
0.0111,22.768,0.0165,18.921,0.0391,9.872,0.0197,2.6542,0.0161,6.7133,0.0156,5.1362
0.0111,22.815,0.0165,18.959,0.0392,10.067,0.0198,2.6893,0.0161,6.7003,0.0156,5.202
0.0112,22.666,0.0165,18.754,0.0393,10.359,0.0198,2.7155,0.0161,6.7401,0.0156,5.3249
0.0113,22.87,0.0165,18.569,0.0394,10.509,0.0199,2.695,0.0161,6.7256,0.0156,5.3437
0.0113,22.822,0.0165,18.726,0.0395,10.843,0.0199,2.6251,0.0161,6.7444,0.0157,5.5508
0.0114,22.774,0.0165,18.686,0.0396,10.992,0.0199,2.6607,0.0161,6.7596,0.0157,5.601
0.0114,22.806,0.0165,18.776,0.0398,11.148,0.02,2.6556,0.0161,6.7992,0.0158,5.7514
0.0114,23.022,0.0165,18.861,0.0399,11.17,0.0201,2.6425,0.0162,6.8237,0.0158,5.8136
0.0115,23.103,0.0165,18.93,0.04,11.355,0.0201,2.6259,0.0162,6.8511,0.0159,6.0025
0.0115,23.359,0.0165,18.79,0.0401,11.498,0.0201,2.6301,0.0162,6.8642,0.0159,6.0903
0.0116,23.451,0.0165,18.688,0.0403,11.552,0.0202,2.6569,0.0162,6.941,0.0159,6.2876
0.0116,23.728,0.0165,18.546,0.0404,11.58,0.0202,2.6242,0.0163,7.0071,0.016,6.3464
0.0116,23.861,0.0165,18.736,0.0406,11.76,0.0202,2.5968,0.0163,7.0628,0.016,6.5944
0.0117,24.071,0.0165,18.915,0.0408,11.793,0.0203,2.6133,0.0163,7.1094,0.016,6.6834
0.0117,24.162,0.0165,18.948,0.0409,11.621,0.0203,2.6288,0.0163,7.2439,0.0161,6.9065
0.0118,24.568,0.0165,18.889,0.0411,11.411,0.0204,2.582,0.0164,7.2612,0.0162,6.9707
0.0118,24.775,0.0165,18.917,0.0414,11.118,0.0204,2.5405,0.0164,7.316,0.0162,7.2175
0.0119,24.887,0.0165,18.689,0.0416,11.007,0.0205,2.567,0.0165,7.3455,0.0162,7.2991
0.0119,24.888,0.0165,18.689,0.0418,10.638,0.0205,2.5459,0.0165,7.474,0.0163,7.5126
0.012,25.014,0.0165,18.728,0.0421,10.441,0.0205,2.5173,0.0166,7.4947,0.0163,7.5734
0.012,24.799,0.0165,18.922,0.0423,10.169,0.0206,2.4558,0.0167,7.5061,0.0164,7.814
0.012,24.726,0.0165,18.885,0.0426,10.094,0.0207,2.449,0.0167,7.493,0.0164,7.9727
0.0121,24.524,0.0165,18.783,0.0428,10.214,0.0207,2.4906,0.0168,7.534,0.0165,8.1151
0.0122,24.495,0.0165,18.737,0.043,10.429,0.0208,2.4466,0.0168,7.5031,0.0165,8.2648
0.0122,24.311,0.0166,19.086,0.0432,10.998,0.0209,2.378,0.0169,7.4187,0.0166,8.3926
0.0123,24.283,0.0166,19.159,0.0434,11.365,0.021,2.3772,0.017,7.3385,0.0166,8.5054
0.0123,24.067,0.0166,19.164,0.0436,11.944,0.021,2.3955,0.0171,7.2793,0.0167,8.6185
0.0124,24.144,0.0167,19.13,0.0437,12.314,0.0211,2.3667,0.0171,7.1833,0.0168,8.6781
0.0124,24.185,0.0167,19.251,0.0438,12.958,0.0211,2.2924,0.0172,7.0239,0.0168,8.8172
0.0125,24.166,0.0167,19.177,0.0439,13.361,0.0212,2.3097,0.0172,6.8781,0.0169,8.8648
0.0125,24.183,0.0167,19.324,0.0441,13.865,0.0213,2.3298,0.0173,6.785,0.0169,8.9465
0.0126,24.355,0.0168,19.282,0.0442,14.356,0.0214,2.3101,0.0173,6.6481,0.017,8.935
0.0126,24.401,0.0168,19.452,0.0444,14.719,0.0214,2.2265,0.0174,6.4196,0.017,9.014
0.0127,24.483,0.0168,19.625,0.0445,15.396,0.0215,2.2608,0.0174,6.1678,0.0171,8.9659
0.0127,24.506,0.0168,19.692,0.0446,15.689,0.0216,2.2718,0.0175,6.0768,0.0171,8.9878
0.0128,24.635,0.0169,19.735,0.0448,16.002,0.0217,2.2595,0.0175,5.9203,0.0172,8.9175
0.0128,24.617,0.0169,19.981,0.045,16.252,0.0217,2.2517,0.0176,5.6746,0.0172,8.9486
0.0129,24.702,0.0169,19.919,0.0451,16.767,0.0218,2.2596,0.0177,5.4966,0.0173,8.8532
0.0129,24.587,0.0169,19.921,0.0454,16.938,0.0219,2.2942,0.0177,5.3336,0.0173,8.8319
0.013,24.717,0.017,20.127,0.0456,17.072,0.022,2.2699,0.0178,5.1817,0.0174,8.6914
0.013,24.662,0.017,20.342,0.0458,16.984,0.022,2.2411,0.0178,4.8869,0.0174,8.7018
0.0131,24.568,0.0171,20.4,0.046,16.527,0.0221,2.2861,0.0178,4.712,0.0175,8.5224
0.0131,24.426,0.0171,20.407,0.0462,16.147,0.0222,2.31,0.0179,4.5402,0.0175,8.4665
0.0132,24.503,0.0171,20.497,0.0464,15.584,0.0223,2.3075,0.018,4.4089,0.0176,8.2715
0.0132,24.381,0.0171,20.74,0.0466,14.988,0.0223,2.2852,0.018,4.146,0.0176,8.2608
0.0133,24.212,0.0171,21.022,0.0468,14.53,0.0224,2.356,0.0181,3.9887,0.0177,8.1167
0.0133,24.124,0.0172,21.189,0.047,13.5,0.0225,2.3679,0.0181,3.9034,0.0177,7.9471
0.0134,24.04,0.0172,21.212,0.0472,13.03,0.0226,2.3694,0.0181,3.7553,0.0178,7.8266
0.0135,23.939,0.0172,21.624,0.0474,12.555,0.0226,2.3519,0.0182,3.5202,0.0178,7.7364
0.0135,23.915,0.0172,21.577,0.0477,12.418,0.0227,2.4329,0.0183,3.3688,0.0178,7.6169
0.0136,23.821,0.0172,21.72,0.0479,12.028,0.0228,2.4476,0.0183,3.2949,0.0179,7.4244
0.0136,23.936,0.0173,21.691,0.0481,11.929,0.0228,2.4638,0.0183,3.1802,0.018,7.273
0.0137,23.931,0.0173,22.017,0.0484,12.268,0.0229,2.4255,0.0184,3.0217,0.018,7.1564
0.0138,23.954,0.0173,21.953,0.0486,12.707,0.0229,2.4378,0.0184,2.9064,0.018,7.0424
0.0138,23.857,0.0173,22.208,0.0488,13.555,0.023,2.5282,0.0185,2.8535,0.0181,6.8515
0.0139,24.001,0.0174,22.263,0.0491,14.719,0.0231,2.5146,0.0185,2.7879,0.0181,6.708
0.0139,23.99,0.0174,22.585,0.0493,15.56,0.0231,2.4977,0.0186,2.6684,0.0182,6.5673
0.0139,23.954,0.0174,22.711,0.0495,17.136,0.0232,2.5361,0.0186,2.5897,0.0183,6.4553
0.014,23.972,0.0174,22.839,0.0498,17.838,0.0232,2.6085,0.0186,2.5842,0.0183,6.2443
0.0141,24.089,0.0174,22.784,0.05,18.993,0.0233,2.5899,0.0187,2.5405,0.0183,6.1036
0.0141,23.999,0.0174,22.992,0.0502,19.541,0.0234,2.5643,0.0187,2.4847,0.0184,5.9649
0.0142,24.082,0.0174,23.042,0.0504,20.396,0.0234,2.6179,0.0188,2.4633,0.0184,5.8387
0.0142,23.993,0.0175,22.93,0.0505,20.604,0.0235,2.6755,0.0188,2.5066,0.0185,5.6582
0.0142,24.135,0.0175,23.234,0.0506,20.683,0.0236,2.678,0.0189,2.4946,0.0185,5.5042
0.0143,24.244,0.0175,23.386,0.0507,20.624,0.0237,2.644,0.0189,2.5234,0.0186,5.3862
0.0144,24.302,0.0175,23.375,0.0508,20.483,0.0237,2.6914,0.019,2.5345,0.0186,5.2843
0.0144,24.284,0.0175,23.535,0.0508,20.342,0.0238,2.7255,0.019,2.619,0.0186,5.1511
0.0144,24.657,0.0175,23.632,0.0508,20.133,0.0238,2.72,0.019,2.6706,0.0187,5.0155
0.0145,24.617,0.0175,23.91,0.0508,20.193,0.0239,2.7054,0.0191,2.7353,0.0187,4.965
0.0145,24.746,0.0176,24.149,0.0508,20.226,0.024,2.7202,0.0192,2.8229,0.0188,4.9107
0.0145,24.824,0.0176,24.314,0.0508,20.168,0.024,2.7532,0.0192,2.9557,0.0188,4.8243
0.0146,25.131,0.0177,24.449,0.0508,20.137,0.0241,2.7231,0.0192,3.0447,0.0189,4.722
0.0146,25.176,0.0177,24.671,0.0508,20.147,0.0241,2.7024,0.0193,3.1451,0.0189,4.7296
0.0147,25.386,0.0177,24.883,0.0508,20.22,0.0242,2.7374,0.0193,3.2826,0.019,4.664
0.0147,25.409,0.0178,24.922,0.0508,20.162,0.0243,2.7525,0.0194,3.4511,0.019,4.6107
0.0147,25.762,0.0178,25.076,0.0508,20.113,0.0243,2.7337,0.0194,3.621,0.019,4.5183
0.0148,25.88,0.0178,25.282,0.0508,20.158,0.0243,2.6986,0.0195,3.7658,0.0191,4.5778
0.0148,25.993,0.0179,25.664,0.0508,20.233,0.0244,2.7341,0.0195,3.9658,0.0192,4.5506
0.0148,26.195,0.018,26.098,0.0508,20.172,0.0244,2.7348,0.0195,4.1071,0.0192,4.5829
0.0148,26.359,0.018,26.408,0.0508,20.141,0.0244,2.7233,0.0196,4.2916,0.0193,4.5544
0.0149,26.515,0.018,27.09,0.0508,20.136,0.0245,2.6698,0.0196,4.4277,0.0193,4.6784
0.0149,26.601,0.0181,27.295,0.0508,20.236,0.0245,2.7173,0.0197,4.6511,0.0194,4.7344
0.015,26.527,0.0181,27.7,0.0508,20.163,0.0246,2.7153,0.0197,4.7981,0.0194,4.8364
0.015,26.855,0.0181,27.716,0.0508,20.123,0.0246,2.6816,0.0197,4.985,0.0195,4.8771
0.015,26.889,0.0181,27.881,0.0508,20.164,0.0246,2.6347,0.0198,5.0862,0.0195,5.0779
0.015,26.928,0.0181,27.906,0.0508,20.268,0.0246,2.6408,0.0198,5.2787,0.0195,5.1411
0.015,26.952,0.0182,28.14,0.0508,20.249,0.0247,2.6887,0.0198,5.4096,0.0196,5.3354
0.0151,27.148,0.0182,28.502,0.0508,20.184,0.0247,2.6591,0.0198,5.5168,0.0196,5.3822
0.0151,27.184,0.0183,28.865,0.0508,20.239,0.0247,2.5982,0.0198,5.5862,0.0196,5.6493
0.0151,27.297,0.0183,29.555,0.0508,20.296,0.0247,2.6209,0.0199,5.6772,0.0197,5.7586
0.0151,27.372,0.0183,30.053,0.0508,20.251,0.0248,2.6519,0.0199,5.7497,0.0197,5.9708
0.0151,27.627,0.0183,30.381,0.0508,20.192,0.0248,2.6321,0.0199,5.7639,0.0198,6.0298
0.0152,27.825,0.0184,30.698,0.0508,20.198,0.0249,2.5615,0.0199,5.8289,0.0198,6.311
0.0152,27.971,0.0184,30.726,0.0508,20.295,0.0249,2.6069,0.0199,5.7839,0.0198,6.3872
0.0153,28.185,0.0184,30.669,0.0508,20.235,0.0249,2.6088,0.0199,5.8618,0.0199,6.5818
0.0153,28.587,0.0184,30.662,0.0508,20.127,0.025,2.6002,0.0199,5.7566,0.0199,6.6616
0.0153,28.824,0.0184,31.029,0.0508,20.102,0.025,2.5871,0.0199,5.7927,0.0199,6.9155
0.0154,29.286,0.0185,31.23,0.0508,20.167,0.0251,2.5726,0.0199,5.7311,0.02,7.0054
0.0154,29.433,0.0185,31.366,0.0508,20.096,0.0251,2.6015,0.0199,5.7847,0.02,7.1814
0.0154,30.016,0.0185,31.661,0.0508,20.042,0.0252,2.5677,0.0199,5.6794,0.0201,7.2717
0.0154,30.19,0.0185,31.962,0.0508,20.074,0.0252,2.5184,0.0199,5.7083,0.0201,7.5337
0.0155,30.509,0.0186,32.055,0.0508,20.096,0.0252,2.5272,0.0199,5.6989,0.0201,7.6289
0.0155,30.875,0.0186,32.228,0.0508,20.017,0.0253,2.533,0.0199,5.7149,0.0202,7.8723
0.0155,31.266,0.0186,32.004,0.0508,19.94,0.0253,2.5012,0.0199,5.7239,0.0202,7.9685
0.0156,31.737,0.0186,32.235,0.0508,19.897,0.0254,2.461,0.0199,5.6846,0.0202,8.2932
0.0156,32.039,0.0186,32.137,0.0508,19.929,0.0254,2.4925,0.0199,5.7009,0.0203,8.415
0.0156,32.436,0.0186,32.1,0.0508,19.85,0.0255,2.4958,0.0199,5.7667,0.0204,8.6704
0.0157,32.823,0.0186,32.103,0.0508,19.803,0.0255,2.4568,0.0199,5.7716,0.0204,8.8137
0.0157,33.343,0.0186,32.276,0.0508,19.808,0.0256,2.3921,0.0199,5.7595,0.0204,9.1501
0.0157,33.956,0.0186,32.207,0.0508,19.892,0.0256,2.4525,0.0199,5.7112,0.0205,9.4502
0.0158,34.284,0.0186,32.339,0.0508,19.854,0.0256,2.4474,0.0199,5.8004,0.0205,9.6297
0.0159,34.956,0.0186,32.441,0.0508,19.822,0.0257,2.4167,0.0199,5.7382,0.0206,9.9699
0.0159,35.25,0.0187,32.661,0.0508,19.806,0.0257,2.3491,0.0199,5.8025,0.0206,10.1889
0.016,35.85,0.0187,32.545,0.0508,19.826,0.0258,2.3607,0.0199,5.7462,0.0207,10.5016
0.016,36.065,0.0187,32.531,0.0508,19.777,0.0258,2.4154,0.0199,5.8619,0.0208,10.6873
0.0161,36.889,0.0187,32.639,0.0508,19.658,0.0258,2.3811,0.0199,5.7884,0.0208,11.0032
0.0161,37.493,0.0187,32.729,0.0508,19.707,0.0259,2.3234,0.0199,5.8266,0.0208,11.1818
0.0162,37.803,0.0187,32.646,0.0508,19.777,0.0259,2.3412,0.0199,5.7935,0.0209,11.442
0.0162,38.37,0.0187,32.802,0.0508,19.731,0.0259,2.3813,0.0199,5.8417,0.021,11.5421
0.0163,38.71,0.0187,32.751,0.0508,19.657,0.026,2.3603,0.0199,5.7796,0.021,11.8089
0.0163,39.256,0.0187,32.972,0.0508,19.7,0.026,2.3016,0.0199,5.7879,0.0211,11.9855
0.0163,39.717,0.0187,32.957,0.0508,19.835,0.026,2.3477,0.0199,5.7732,0.0211,12.1671
0.0164,40.353,0.0188,32.829,0.0508,19.816,0.026,2.3715,0.0199,5.8551,0.0212,12.2672
0.0165,40.964,0.0188,32.86,0.0508,19.764,0.0261,2.3477,0.0199,5.8258,0.0212,12.4012
0.0165,42.051,0.0188,33.027,0.0508,19.767,0.0261,2.2988,0.0199,5.815,0.0213,12.5409
0.0166,42.992,0.0188,32.853,0.0508,19.896,0.0261,2.3512,0.0199,5.8136,0.0213,12.567
0.0167,43.631,0.0188,33.027,0.0508,19.857,0.0261,2.3644,0.0199,5.8954,0.0214,12.5852
0.0167,45.017,0.0188,32.745,0.0508,19.819,0.0261,2.3512,0.0199,5.8846,0.0214,12.6563
0.0168,45.559,0.0188,32.863,0.0508,19.865,0.0261,2.2961,0.0199,5.874,0.0215,12.6867
0.0169,46.542,0.0188,32.872,0.0508,19.908,0.0261,2.3609,0.0199,5.8422,0.0215,12.6343
0.0169,46.92,0.0188,32.704,0.0508,19.851,0.0261,2.3829,0.0199,5.9107,0.0216,12.5243
0.017,47.729,0.0188,32.686,0.0508,19.8,0.0261,2.3577,0.0199,5.9017,0.0216,12.4808
0.0171,48.052,0.0188,32.996,0.0508,19.778,0.0261,2.3423,0.0199,5.8858,0.0217,12.4105
0.0172,48.65,0.0188,32.818,0.0508,19.813,0.0261,2.3576,0.0199,5.8615,0.0217,12.2936
0.0172,49.04,0.0188,32.969,0.0508,19.763,0.0261,2.386,0.0199,5.969,0.0217,12.1122
0.0173,49.423,0.0188,32.937,0.0508,19.718,0.0261,2.3691,0.0199,5.9566,0.0218,11.9945
0.0174,49.947,0.0188,32.945,0.0508,19.713,0.0261,2.3314,0.0199,5.9536,0.0218,11.8467
0.0174,50.148,0.0188,32.884,0.0508,19.824,0.0261,2.3723,0.0199,5.9148,0.0219,11.6867
0.0175,50.483,0.0188,33.047,0.0508,19.763,0.0261,2.3809,0.0199,5.9726,0.0219,11.4307
0.0175,50.733,0.0188,32.918,0.0508,19.704,0.0261,2.3605,0.0199,5.9404,0.022,11.2887
0.0175,51.221,0.0188,33.001,0.0508,19.75,0.0261,2.3332,0.0199,5.9384,0.022,11.0962
0.0176,51.669,0.0189,33.017,0.0508,19.779,0.0261,2.3695,0.0199,5.9483,0.022,10.9841
0.0177,51.824,0.0189,33.027,0.0508,19.738,0.0261,2.3715,0.0199,6.0053,0.0221,10.738
0.0177,52.509,0.0189,33.079,0.0508,19.664,0.0261,2.3601,0.0199,5.9912,0.0221,10.6042
0.0177,52.711,0.0189,33.521,0.0508,19.683,0.0261,2.3197,0.0199,5.9801,0.0222,10.4371
0.0178,53.189,0.019,33.802,0.0508,19.76,0.0261,2.3832,0.0199,5.97,0.0222,10.3254
0.0178,53.479,0.019,34.035,0.0508,19.698,0.0261,2.3781,0.0199,6.0281,0.0222,10.0745
0.0179,53.728,0.0191,34.331,0.0508,19.618,0.0261,2.3582,0.0199,5.9945,0.0223,9.9159
0.018,53.924,0.0191,34.731,0.0508,19.614,0.0261,2.3017,0.0199,5.9951,0.0223,9.7568
0.018,53.804,0.0192,34.921,0.0508,19.709,0.0261,2.317,0.0199,6.0172,0.0223,9.648
0.018,53.704,0.0192,35.179,0.0508,19.655,0.0261,2.3703,0.0199,6.1126,0.0224,9.3514
0.0181,53.72,0.0193,35.252,0.0508,19.593,0.0261,2.3613,0.0199,6.0752,0.0225,9.174
0.0181,53.665,0.0193,35.894,0.0508,19.642,0.0261,2.2996,0.0199,6.0991,0.0225,8.9627
0.0181,53.473,0.0194,36.042,0.0508,19.663,0.0261,2.3161,0.0199,6.1536,0.0225,8.8023
0.0182,53.201,0.0195,35.949,0.0508,19.627,0.0261,2.3672,0.02,6.3307,0.0226,8.4837
0.0182,53.203,0.0195,35.578,0.0508,19.581,0.0261,2.3581,0.0201,6.6082,0.0226,8.2935
0.0183,52.895,0.0195,35.477,0.0508,19.632,0.0262,2.2977,0.0202,6.7673,0.0227,8.0743
0.0183,52.837,0.0196,35.121,0.0508,19.699,0.0262,2.341,0.0202,7.0355,0.0228,7.8889
0.0183,52.504,0.0196,35.04,0.0508,19.664,0.0262,2.371,0.0203,7.2624,0.0228,7.5667
0.0184,52.442,0.0197,34.627,0.0508,19.647,0.0263,2.3568,0.0203,7.6901,0.0229,7.3288
0.0184,52.324,0.0198,34.332,0.0508,19.658,0.0263,2.2846,0.0204,7.8995,0.023,7.0853
0.0184,52.096,0.0198,34.155,0.0508,19.769,0.0263,2.353,0.0205,8.3387,0.0231,6.9229
0.0184,51.917,0.0198,33.841,0.0508,19.723,0.0264,2.3655,0.0206,8.6096,0.0231,6.5689
0.0185,51.916,0.0199,33.71,0.0508,19.728,0.0264,2.3623,0.0207,8.9754,0.0232,6.2644
0.0185,51.759,0.0199,33.762,0.0508,19.735,0.0264,2.3087,0.0208,9.1544,0.0232,6.1646
0.0185,51.712,0.0199,33.663,0.0508,19.794,0.0265,2.3627,0.0209,9.4062,0.0233,5.8904
0.0185,51.505,0.02,33.609,0.0508,19.763,0.0266,2.4162,0.021,9.575,0.0234,5.7523
0.0185,51.607,0.02,33.513,0.0508,19.679,0.0266,2.3894,0.0211,9.7089,0.0235,5.5403
0.0185,51.413,0.0201,33.545,0.0508,19.703,0.0267,2.374,0.0212,9.7104,0.0235,5.5085
0.0186,51.353,0.0201,33.535,0.0508,19.784,0.0267,2.4203,0.0213,9.5689,0.0236,5.4412
0.0186,51.317,0.0201,33.514,0.0508,19.724,0.0268,2.4495,0.0214,9.5118,0.0237,5.3596
0.0186,51.41,0.0201,33.446,0.0508,19.63,0.0268,2.443,0.0215,9.1813,0.0237,5.314
0.0186,51.395,0.0202,33.537,0.0508,19.645,0.0269,2.4376,0.0216,8.7251,0.0238,5.4357
0.0186,51.341,0.0202,33.242,0.0508,19.796,0.027,2.5003,0.0217,8.4611,0.0239,5.4709
0.0186,51.184,0.0202,33.142,0.0508,19.759,0.0271,2.5216,0.0219,7.9331,0.024,5.5928
0.0186,51.279,0.0203,33.14,0.0508,19.722,0.0271,2.5269,0.0219,7.621,0.024,5.6712
0.0186,51.28,0.0203,32.995,0.0508,19.778,0.0272,2.5147,0.022,7.0185,0.0241,5.9398
0.0187,51.255,0.0203,32.971,0.0508,19.809,0.0273,2.5926,0.0221,6.6026,0.0241,6.0732
0.0187,51.141,0.0204,32.807,0.0509,19.673,0.0274,2.6182,0.0222,6.092,0.0242,6.3606
0.0187,51.331,0.0204,32.723,0.0511,19.442,0.0274,2.6385,0.0223,5.7229,0.0243,6.4876
0.0187,51.279,0.0204,32.861,0.0513,19.009,0.0275,2.6201,0.0224,5.2398,0.0243,6.886
0.0187,51.189,0.0204,32.714,0.0515,18.665,0.0276,2.7207,0.0225,4.9261,0.0244,7.0597
0.0187,51.097,0.0204,32.61,0.0517,17.35,0.0277,2.7311,0.0225,4.6204,0.0244,7.3709
0.0187,51.184,0.0205,32.434,0.052,16.204,0.0277,2.7289,0.0226,4.3703,0.0245,7.6882
0.0187,51.222,0.0205,32.32,0.0524,14.168,0.0278,2.7143,0.0226,4.013,0.0245,7.9252
0.0187,51.178,0.0205,32.009,0.0527,13.541,0.0279,2.7477,0.0227,3.8084,0.0246,8.2653
0.0187,50.999,0.0206,31.803,0.053,12.221,0.028,2.8224,0.0227,3.614,0.0246,8.4867
0.0187,51.072,0.0206,31.225,0.0532,11.722,0.028,2.8296,0.0228,3.486,0.0247,8.8752
0.0187,51.03,0.0206,31.203,0.0535,12.09,0.0281,2.7913,0.0228,3.2853,0.0247,9.1387
0.0187,51.104,0.0207,30.804,0.0537,12.704,0.0282,2.8469,0.0229,3.1828,0.0247,9.5296
0.0187,51.074,0.0207,30.503,0.054,13.855,0.0282,2.8905,0.0229,3.1052,0.0248,9.7415
0.0187,51.181,0.0207,30.435,0.0542,15.352,0.0283,2.901,0.023,3.0276,0.0249,10.1284
0.0187,51.103,0.0208,30.286,0.0544,16.289,0.0284,2.847,0.023,2.8966,0.0249,10.3585
0.0187,51.115,0.0208,30.124,0.0546,17.977,0.0285,2.9185,0.0231,2.8288,0.0249,10.7091
0.0187,51.064,0.0208,29.604,0.0548,18.696,0.0285,2.9308,0.0231,2.8036,0.025,10.8913
0.0187,51.102,0.0208,29.285,0.0549,19.801,0.0286,2.9408,0.0232,2.7549,0.025,11.2338
0.0188,51.07,0.0209,28.94,0.0551,20.419,0.0287,2.9173,0.0232,2.7383,0.025,11.4865
0.0188,51.002,0.0209,28.256,0.0552,21.599,0.0288,2.9297,0.0233,2.6887,0.025,11.8784
0.0188,50.873,0.021,27.986,0.0554,22.096,0.0288,2.9468,0.0234,2.7739,0.0251,12.0335
0.0188,50.94,0.021,27.608,0.0556,22.707,0.0289,2.9249,0.0234,2.8058,0.0251,12.2956
0.0189,50.807,0.0211,27.408,0.0558,22.937,0.029,2.8873,0.0235,2.8622,0.0251,12.5101
0.0189,50.883,0.0211,27.125,0.056,23.006,0.0291,2.9041,0.0235,2.9938,0.0252,12.7746
0.0189,50.705,0.0211,27.039,0.0562,22.602,0.0292,2.9009,0.0236,3.1553,0.0252,12.8622
0.0189,50.776,0.0212,26.687,0.0565,21.554,0.0292,2.8648,0.0236,3.3485,0.0252,13.0473
0.0189,50.72,0.0212,26.649,0.0567,20.291,0.0294,2.799,0.0237,3.4638,0.0252,13.2019
0.0189,50.585,0.0213,26.418,0.057,19.154,0.0294,2.8268,0.0237,3.7222,0.0252,13.3942
0.0189,50.502,0.0213,26.042,0.0573,16.714,0.0295,2.8001,0.0238,3.9436,0.0253,13.5268
0.019,50.447,0.0214,25.807,0.0576,15.828,0.0296,2.7448,0.0238,4.2119,0.0253,13.5849
0.019,50.33,0.0214,25.525,0.0579,14.909,0.0297,2.6727,0.0239,4.3529,0.0253,13.8562
0.019,50.012,0.0215,25.047,0.0581,14.484,0.0298,2.6617,0.024,4.6508,0.0253,13.9058
0.019,49.636,0.0216,24.759,0.0584,14.361,0.0299,2.6667,0.024,4.9159,0.0253,14.04
0.0191,49.608,0.0217,24.182,0.0586,14.99,0.03,2.6261,0.0241,5.2945,0.0253,14.027
0.0191,49.115,0.0217,24.052,0.0588,16.896,0.0301,2.5214,0.0241,5.4776,0.0254,14.291
0.0191,48.837,0.0217,23.642,0.059,18.08,0.0302,2.5201,0.0242,5.7789,0.0254,14.3899
0.0192,48.49,0.0218,23.492,0.0592,20.058,0.0303,2.5199,0.0242,6.0913,0.0254,14.4747
0.0192,48.446,0.0219,23.261,0.0594,22.538,0.0304,2.4891,0.0243,6.4218,0.0255,14.569
0.0192,48.049,0.0219,23.261,0.0596,24.159,0.0305,2.3978,0.0243,6.6199,0.0255,14.6545
0.0192,47.683,0.0219,22.956,0.0597,26.981,0.0306,2.4431,0.0244,7.0133,0.0255,14.7135
0.0192,47.276,0.022,22.852,0.0599,28.222,0.0307,2.4365,0.0244,7.292,0.0256,14.7144
0.0193,46.708,0.022,22.66,0.06,30.036,0.0308,2.4175,0.0245,7.6614,0.0256,14.7054
0.0193,46.374,0.022,22.709,0.0601,30.761,0.0309,2.3471,0.0246,7.8566,0.0256,14.7511
0.0193,45.578,0.0221,22.677,0.0602,32.01,0.031,2.4094,0.0246,8.1641,0.0256,14.6785
0.0193,45.097,0.0221,22.672,0.0603,32.822,0.0311,2.4173,0.0246,8.4591,0.0257,14.6201
0.0194,44.629,0.0222,22.706,0.0603,33.095,0.0312,2.4343,0.0247,8.7684,0.0257,14.4433
0.0194,44.276,0.0222,22.947,0.0603,33.445,0.0313,2.3863,0.0247,8.8938,0.0257,14.3968
0.0195,43.761,0.0223,22.95,0.0603,33.537,0.0314,2.4657,0.0248,9.1217,0.0258,14.2821
0.0195,43.461,0.0223,23.061,0.0603,33.342,0.0315,2.5114,0.0249,9.3388,0.0258,14.1056
0.0195,43.164,0.0223,23.19,0.0603,33.232,0.0316,2.5226,0.0249,9.5867,0.0258,13.9646
0.0195,42.833,0.0224,23.47,0.0603,33.289,0.0318,2.5096,0.0249,9.7192,0.0259,13.8939
0.0195,42.659,0.0224,23.498,0.0603,33.438,0.0319,2.5815,0.025,9.9056,0.0259,13.7923
0.0196,42.323,0.0225,23.688,0.0603,33.45,0.032,2.6135,0.025,10.2366,0.0259,13.5847
0.0196,42.301,0.0225,23.752,0.0603,33.417,0.0321,2.6375,0.0251,10.2744,0.0259,13.4282
0.0196,42.006,0.0225,24.067,0.0603,33.452,0.0322,2.6255,0.0252,10.4109,0.0259,13.3461
0.0196,41.872,0.0226,24.139,0.0603,33.443,0.0322,2.7185,0.0252,10.4848,0.0259,13.1691
0.0196,41.573,0.0226,24.242,0.0603,33.352,0.0324,2.7486,0.0253,10.6488,0.026,13.1115
0.0196,41.506,0.0226,24.232,0.0603,33.293,0.0325,2.776,0.0253,10.6751,0.026,12.8631
0.0196,41.258,0.0227,24.555,0.0603,33.365,0.0326,2.7379,0.0254,10.711,0.026,12.8787
0.0197,41.13,0.0227,24.642,0.0603,33.423,0.0327,2.8249,0.0255,10.705,0.026,12.7262
0.0197,40.986,0.0228,24.758,0.0603,33.381,0.0328,2.8313,0.0256,10.7119,0.0261,12.6685
0.0197,41.013,0.0228,25.013,0.0603,33.329,0.0329,2.8169,0.0256,10.6294,0.0261,12.4465
