x50,I50,x100,I100,x200,I200,x1,I1,x2,I2,x3,I3
0.023,45.719,0.0264,27.522,0.0789,36.739,0.0528,1.9716,0.0427,8.3869,0.037,9.3296
0.023,45.647,0.0265,27.2,0.079,36.002,0.0528,1.9492,0.0428,8.4566,0.037,9.0134
0.023,45.721,0.0265,27.0,0.0791,35.401,0.0529,1.9223,0.0429,8.5158,0.0371,8.7488
0.023,45.796,0.0265,26.871,0.0792,33.996,0.0529,1.8584,0.0429,8.4858,0.0371,8.6673
0.0231,46.209,0.0265,26.682,0.0793,32.21,0.053,1.8852,0.043,8.3888,0.0372,8.5202
0.0231,46.375,0.0265,26.393,0.0794,31.023,0.0531,1.9116,0.0431,8.3401,0.0372,8.4858
0.0231,46.985,0.0265,26.265,0.0794,28.93,0.0531,1.8812,0.0432,8.2507,0.0373,8.3302
0.0231,47.155,0.0265,26.175,0.0795,28.12,0.0531,1.8243,0.0433,8.0488,0.0373,8.3218
0.0231,47.351,0.0266,25.89,0.0796,27.328,0.0532,1.8565,0.0433,7.8719,0.0373,8.2769
0.0231,47.275,0.0266,25.783,0.0797,27.257,0.0532,1.8796,0.0434,7.6599,0.0374,8.294
0.0231,47.447,0.0266,25.564,0.0798,27.632,0.0533,1.8697,0.0435,7.4685,0.0374,8.2036
0.0231,47.378,0.0266,25.511,0.0798,28.596,0.0533,1.7924,0.0436,7.0409,0.0375,8.2631
0.0231,47.342,0.0266,25.347,0.0799,29.294,0.0534,1.8463,0.0437,6.753,0.0375,8.3211
0.0231,47.307,0.0266,25.055,0.08,30.323,0.0534,1.8527,0.0438,6.4151,0.0376,8.3807
0.0231,47.46,0.0266,24.983,0.08,30.904,0.0535,1.8582,0.0438,6.1213,0.0376,8.3979
0.0231,47.551,0.0267,24.945,0.08,31.972,0.0535,1.7856,0.0439,5.5705,0.0376,8.4757
0.0231,47.535,0.0267,24.794,0.0801,32.894,0.0535,1.8403,0.044,5.2615,0.0377,8.6163
0.0231,47.345,0.0267,24.614,0.0801,33.194,0.0536,1.8535,0.0441,4.8049,0.0378,8.742
0.0231,47.441,0.0267,24.497,0.0801,33.724,0.0536,1.8418,0.0442,4.4716,0.0378,8.9053
0.0232,47.421,0.0267,24.455,0.0801,34.085,0.0537,1.785,0.0443,3.9779,0.0379,9.0775
0.0232,47.555,0.0267,24.364,0.0802,34.612,0.0537,1.8346,0.0444,3.6623,0.0379,9.3568
0.0232,47.636,0.0267,24.109,0.0802,34.808,0.0538,1.851,0.0445,3.3475,0.038,9.5328
0.0232,47.888,0.0267,23.932,0.0802,35.108,0.0538,1.8501,0.0445,3.1233,0.038,9.8671
0.0232,48.04,0.0267,23.868,0.0803,35.347,0.0539,1.7764,0.0446,2.7546,0.0381,10.1551
0.0233,48.104,0.0267,23.575,0.0803,35.826,0.0539,1.8537,0.0447,2.56,0.0381,10.6373
0.0233,48.008,0.0267,23.41,0.0803,35.994,0.054,1.8609,0.0448,2.3481,0.0382,10.8747
0.0233,48.185,0.0268,23.327,0.0803,36.142,0.054,1.8541,0.0448,2.1933,0.0382,11.2883
0.0234,48.108,0.0268,23.22,0.0803,36.449,0.054,1.7957,0.0449,1.9856,0.0383,11.6265
0.0234,48.012,0.0268,22.995,0.0803,36.6,0.0541,1.8614,0.045,1.8682,0.0384,12.1827
0.0234,47.841,0.0268,22.859,0.0803,36.805,0.0541,1.8641,0.045,1.8564,0.0384,12.4635
0.0234,47.949,0.0268,22.799,0.0803,36.96,0.0542,1.8752,0.0451,1.7834,0.0385,12.9264
0.0235,47.775,0.0268,22.788,0.0803,37.289,0.0542,1.838,0.0452,1.7547,0.0385,13.5199
0.0235,47.566,0.0268,22.655,0.0804,37.604,0.0543,1.8918,0.0453,1.6984,0.0386,13.8109
0.0235,47.34,0.0268,22.526,0.0804,38.099,0.0543,1.9094,0.0453,1.7728,0.0386,14.2945
0.0235,47.388,0.0268,22.373,0.0805,38.754,0.0544,1.8866,0.0454,1.8047,0.0387,14.4932
0.0236,47.228,0.0268,22.417,0.0805,39.222,0.0544,1.8621,0.0454,1.843,0.0387,14.9526
0.0236,47.11,0.0268,22.247,0.0806,40.48,0.0545,1.9105,0.0455,1.8794,0.0388,15.235
0.0236,46.933,0.0268,22.124,0.0807,41.202,0.0545,1.9346,0.0455,1.9821,0.0388,15.6304
0.0236,47.088,0.0269,22.118,0.0807,42.801,0.0546,1.9202,0.0456,2.1008,0.0388,15.9272
0.0236,46.967,0.0269,22.062,0.0808,43.729,0.0547,1.8717,0.0456,2.1579,0.0389,16.1331
0.0237,47.009,0.0269,21.98,0.0809,45.856,0.0547,1.9517,0.0456,2.2002,0.039,16.4024
0.0237,46.965,0.0269,21.836,0.0809,47.782,0.0548,1.9535,0.0457,2.305,0.039,16.6176
0.0237,46.97,0.0269,21.796,0.081,48.699,0.0549,1.9486,0.0457,2.3867,0.039,16.8588
0.0237,46.957,0.0269,21.795,0.081,50.586,0.0549,1.8975,0.0457,2.4494,0.0391,17.0525
0.0237,47.018,0.0269,21.708,0.0811,51.597,0.055,1.9769,0.0457,2.4864,0.0391,17.2263
0.0237,46.917,0.0269,21.534,0.0812,53.2,0.0551,1.9771,0.0457,2.58,0.0392,17.3288
0.0237,47.146,0.0269,21.477,0.0812,54.663,0.0551,1.9619,0.0457,2.619,0.0392,17.5208
0.0238,47.215,0.0269,21.502,0.0813,55.674,0.0552,1.909,0.0457,2.6515,0.0393,17.6474
0.0238,47.342,0.027,21.396,0.0813,57.358,0.0552,1.9949,0.0457,2.6526,0.0393,17.7469
0.0238,47.375,0.027,21.178,0.0814,58.178,0.0552,1.9825,0.0457,2.7271,0.0393,17.7855
0.0238,47.643,0.027,21.135,0.0815,59.721,0.0553,1.9831,0.0457,2.7239,0.0393,17.9203
0.0239,47.69,0.027,21.172,0.0816,60.469,0.0554,1.9218,0.0457,2.6949,0.0394,18.0675
0.0239,47.968,0.027,21.039,0.0816,61.933,0.0554,1.9975,0.0457,2.6503,0.0394,18.0764
0.0239,48.078,0.027,20.918,0.0818,62.765,0.0555,1.9945,0.0457,2.6957,0.0394,18.1179
0.0239,48.296,0.027,20.84,0.0818,63.116,0.0555,1.9731,0.0457,2.6901,0.0395,18.1482
0.024,48.517,0.027,20.838,0.0819,63.687,0.0555,1.9203,0.0457,2.6728,0.0395,18.178
0.024,48.543,0.027,20.752,0.0821,63.957,0.0556,2.0041,0.0457,2.6207,0.0395,18.1973
0.024,48.527,0.0271,20.614,0.0821,63.977,0.0556,1.9789,0.0457,2.7128,0.0396,18.1593
0.024,48.684,0.0271,20.537,0.0822,63.377,0.0557,1.9721,0.0457,2.7052,0.0396,18.1873
0.024,48.809,0.0271,20.567,0.0823,63.023,0.0557,1.9131,0.0457,2.662,0.0396,18.1823
0.024,48.881,0.0271,20.389,0.0824,62.44,0.0557,1.9406,0.0457,2.6301,0.0397,18.2217
0.024,48.813,0.0271,20.29,0.0825,62.019,0.0557,1.9749,0.0457,2.7162,0.0397,18.0895
0.024,48.885,0.0271,20.254,0.0826,61.554,0.0558,1.9766,0.0457,2.7247,0.0397,18.1058
0.024,48.858,0.0272,20.258,0.0827,61.184,0.0558,1.8999,0.0457,2.7043,0.0398,18.0796
0.024,48.934,0.0272,20.114,0.0828,60.906,0.0558,1.9534,0.0457,2.6862,0.0398,18.0396
0.024,48.851,0.0272,20.049,0.0828,60.034,0.0558,1.9681,0.0457,2.7554,0.0399,17.9189
0.024,49.096,0.0272,20.021,0.0829,59.273,0.0559,1.965,0.0457,2.7551,0.0399,17.8001
0.024,49.042,0.0272,20.051,0.083,57.525,0.0559,1.8933,0.0457,2.7686,0.0399,17.7968
0.024,48.928,0.0273,19.987,0.0831,55.246,0.0559,1.9387,0.0457,2.7238,0.04,17.6136
0.024,48.881,0.0273,19.788,0.0832,53.673,0.0559,1.9666,0.0457,2.7872,0.04,17.4719
0.024,49.016,0.0273,19.819,0.0833,50.521,0.056,1.9491,0.0457,2.7639,0.0401,17.2136
0.024,49.032,0.0273,19.905,0.0834,48.753,0.056,1.8796,0.0457,2.7621,0.0401,17.1705
0.024,48.975,0.0273,19.787,0.0834,46.012,0.056,1.9501,0.0457,2.7367,0.0402,16.8675
0.024,48.889,0.0273,19.624,0.0835,43.852,0.056,1.9479,0.0457,2.8077,0.0402,16.7179
0.024,48.952,0.0274,19.631,0.0836,43.049,0.0561,1.9438,0.0457,2.7877,0.0403,16.4317
0.024,48.964,0.0274,19.699,0.0837,42.198,0.0561,1.8751,0.0457,2.7931,0.0403,16.2583
0.024,49.025,0.0274,19.62,0.0838,41.958,0.0561,1.9461,0.0457,2.7554,0.0404,15.9578
0.024,48.98,0.0274,19.526,0.0839,41.38,0.0562,1.934,0.0457,2.8102,0.0404,15.5493
0.024,49.12,0.0274,19.488,0.0839,40.936,0.0562,1.9324,0.0458,2.8078,0.0405,15.3139
0.024,48.93,0.0274,19.574,0.084,39.951,0.0563,1.8506,0.0458,2.7997,0.0405,14.9274
0.024,48.969,0.0274,19.52,0.084,39.257,0.0563,1.9298,0.0458,2.7564,0.0406,14.6781
0.024,48.928,0.0275,19.455,0.0841,37.593,0.0563,1.9368,0.0458,2.848,0.0406,14.2022
0.024,49.038,0.0275,19.51,0.0842,35.269,0.0564,1.907,0.0459,2.8886,0.0407,13.9328
0.024,49.047,0.0275,19.523,0.0843,33.967,0.0564,1.8763,0.0459,3.0158,0.0408,13.4925
0.024,49.028,0.0275,19.437,0.0844,31.393,0.0564,1.9103,0.046,3.0545,0.0408,13.2318
0.024,48.954,0.0276,19.368,0.0845,30.101,0.0565,1.9091,0.046,3.3008,0.0409,12.7364
0.024,49.043,0.0276,19.433,0.0846,28.396,0.0565,1.8887,0.0461,3.4145,0.0409,12.2762
0.024,48.997,0.0276,19.492,0.0846,27.838,0.0566,1.8359,0.0461,3.6649,0.041,12.0633
0.024,49.026,0.0276,19.418,0.0848,27.873,0.0566,1.8766,0.0462,3.7596,0.0411,11.6962
0.024,48.961,0.0277,19.388,0.0848,28.547,0.0567,1.882,0.0462,4.0996,0.0411,11.4135
0.024,49.11,0.0277,19.396,0.0849,29.084,0.0567,1.8558,0.0463,4.2037,0.0412,10.9557
0.024,49.041,0.0277,19.483,0.085,30.325,0.0568,1.7934,0.0463,4.3976,0.0412,10.8277
0.024,49.062,0.0277,19.485,0.0851,30.851,0.0569,1.8544,0.0464,4.4946,0.0413,10.4768
0.024,48.871,0.0277,19.415,0.0852,31.284,0.057,1.8359,0.0465,4.8554,0.0413,10.3012
0.024,49.003,0.0278,19.491,0.0853,31.4,0.057,1.8126,0.0466,4.9826,0.0414,9.8563
0.024,49.091,0.0278,19.621,0.0854,31.39,0.0571,1.7526,0.0466,5.2785,0.0414,9.7987
0.024,49.036,0.0278,19.605,0.0855,31.57,0.0572,1.8046,0.0467,5.3754,0.0415,9.5084
0.024,48.948,0.0278,19.611,0.0856,31.759,0.0573,1.7953,0.0467,5.6742,0.0415,9.3576
0.024,49.03,0.0279,19.719,0.0857,32.68,0.0574,1.7628,0.0468,5.7752,0.0416,9.0852
0.024,49.001,0.0279,19.899,0.0858,33.447,0.0575,1.704,0.0469,5.8948,0.0416,9.0486
0.024,48.976,0.0279,19.964,0.0859,35.249,0.0576,1.7637,0.0469,5.926,0.0417,8.8526
0.024,49.028,0.0279,19.948,0.086,37.115,0.0577,1.7444,0.047,6.1203,0.0417,8.774
0.024,49.049,0.028,20.025,0.0861,38.058,0.0578,1.7368,0.0471,6.1821,0.0418,8.6104
0.024,48.988,0.028,20.255,0.0861,39.865,0.0579,1.6607,0.0472,6.2609,0.0418,8.6253
0.024,48.903,0.028,20.312,0.0862,40.863,0.058,1.7442,0.0472,6.2554,0.0419,8.5919
0.024,48.765,0.028,20.417,0.0863,42.383,0.0581,1.7282,0.0472,6.3691,0.0419,8.5343
0.024,49.027,0.028,20.533,0.0864,43.195,0.0582,1.7128,0.0473,6.3496,0.042,8.492
0.024,48.992,0.0281,20.871,0.0864,44.685,0.0583,1.6579,0.0474,6.3156,0.042,8.5454
0.024,49.047,0.0281,20.979,0.0866,45.48,0.0584,1.7394,0.0475,6.2491,0.0421,8.6395
0.024,49.004,0.0281,21.034,0.0866,46.72,0.0585,1.7349,0.0475,6.2446,0.0421,8.6303
0.024,49.068,0.0282,21.233,0.0867,47.301,0.0586,1.7234,0.0476,6.1741,0.0422,8.6971
0.024,49.014,0.0282,21.365,0.0867,48.387,0.0587,1.6689,0.0477,6.0697,0.0422,8.7777
0.024,49.035,0.0282,21.516,0.0868,49.355,0.0588,1.703,0.0477,5.943,0.0423,8.9573
0.024,48.884,0.0282,21.535,0.0869,49.723,0.0589,1.7558,0.0477,5.8298,0.0423,9.0313
0.024,48.982,0.0282,21.746,0.087,50.331,0.059,1.7373,0.0478,5.7071,0.0424,9.2124
0.024,49.004,0.0283,21.922,0.087,50.502,0.0591,1.6934,0.0479,5.525,0.0425,9.3453
0.024,48.947,0.0283,22.02,0.0871,50.995,0.0592,1.7312,0.048,5.3629,0.0425,9.6378
0.024,48.784,0.0283,22.063,0.0872,51.108,0.0593,1.7833,0.048,5.2268,0.0426,9.7653
0.024,48.927,0.0283,22.348,0.0873,51.201,0.0594,1.7667,0.0481,5.1003,0.0426,10.0217
0.024,48.783,0.0283,22.505,0.0874,51.446,0.0595,1.722,0.0481,4.8529,0.0427,10.1842
0.024,48.947,0.0283,22.656,0.0875,51.654,0.0596,1.7591,0.0482,4.6767,0.0428,10.5602
0.024,48.867,0.0284,22.735,0.0876,52.267,0.0597,1.8002,0.0482,4.465,0.0428,10.7472
0.024,49.025,0.0284,22.923,0.0877,53.187,0.0598,1.7854,0.0483,4.2801,0.0429,11.1006
0.024,48.994,0.0284,23.126,0.0878,53.699,0.0599,1.7358,0.0483,4.0065,0.0429,11.576
0.024,48.955,0.0285,23.224,0.0879,54.064,0.06,1.7784,0.0484,3.8374,0.043,11.7783
0.024,48.861,0.0285,23.336,0.088,53.841,0.06,1.8038,0.0485,3.6582,0.0431,12.2538
0.024,49.096,0.0285,23.567,0.0881,52.539,0.0601,1.8002,0.0486,3.502,0.0431,12.4196
0.024,49.031,0.0285,23.906,0.0882,50.514,0.0602,1.7263,0.0486,3.2469,0.0432,13.0061
0.024,48.938,0.0285,24.035,0.0883,49.278,0.0603,1.7918,0.0487,3.0753,0.0432,13.2194
0.024,48.85,0.0285,24.132,0.0884,46.76,0.0603,1.7936,0.0487,2.8309,0.0433,13.7137
0.024,48.935,0.0286,24.313,0.0885,45.56,0.0604,1.8048,0.0488,2.6554,0.0434,13.884
0.024,49.026,0.0286,24.667,0.0885,44.073,0.0605,1.7298,0.0489,2.5407,0.0434,14.433
0.024,49.086,0.0286,24.773,0.0886,43.61,0.0606,1.7793,0.0489,2.2919,0.0435,14.6718
0.024,48.949,0.0286,24.895,0.0887,42.969,0.0606,1.793,0.049,2.223,0.0435,15.0907
0.024,49.033,0.0287,25.023,0.0887,42.803,0.0607,1.7785,0.049,2.0464,0.0436,15.2888
0.024,49.002,0.0287,25.248,0.0888,42.74,0.0608,1.7067,0.0491,1.9604,0.0437,15.7729
0.024,48.979,0.0287,25.355,0.0889,42.936,0.0608,1.7705,0.0492,1.7651,0.0437,16.1478
0.024,48.948,0.0288,25.551,0.0889,42.915,0.0609,1.7674,0.0493,1.7244,0.0438,16.3014
0.024,49.077,0.0288,25.807,0.089,42.672,0.0609,1.7743,0.0493,1.6158,0.0438,16.62
0.024,48.956,0.0288,25.963,0.0891,42.378,0.0609,1.6855,0.0494,1.5669,0.0439,16.7938
0.024,48.955,0.0288,26.092,0.0891,41.451,0.061,1.7648,0.0495,1.4745,0.044,17.1146
0.024,48.934,0.0288,26.138,0.0892,40.597,0.061,1.7464,0.0496,1.518,0.044,17.2086
0.024,49.088,0.0289,26.401,0.0893,38.359,0.0611,1.7537,0.0496,1.5287,0.0441,17.3895
0.024,49.056,0.0289,26.686,0.0894,35.668,0.0611,1.6723,0.0497,1.5479,0.0441,17.5098
0.024,48.976,0.0289,26.785,0.0895,34.204,0.0611,1.7538,0.0498,1.5779,0.0442,17.7164
0.024,48.898,0.0289,26.849,0.0896,31.933,0.0612,1.7367,0.0499,1.7026,0.0443,17.7073
0.024,49.112,0.0289,26.998,0.0897,31.0,0.0612,1.7328,0.05,1.7658,0.0443,17.7439
0.024,49.079,0.029,27.394,0.0897,30.144,0.0612,1.6728,0.0501,1.9243,0.0444,17.7979
0.024,49.028,0.029,27.473,0.0898,29.993,0.0613,1.7384,0.0501,1.968,0.0444,17.869
0.024,48.926,0.029,27.66,0.0899,30.025,0.0613,1.7133,0.0502,2.2314,0.0445,17.787
0.024,49.044,0.0291,27.936,0.09,30.142,0.0614,1.7269,0.0503,2.3408,0.0446,17.7482
0.024,49.016,0.0291,28.047,0.09,30.519,0.0614,1.6872,0.0504,2.532,0.0446,17.6128
0.024,49.046,0.0291,28.298,0.0901,30.688,0.0614,1.7235,0.0505,2.595,0.0447,17.4811
0.024,48.964,0.0291,28.362,0.0902,30.708,0.0615,1.736,0.0506,2.8848,0.0448,17.1852
0.024,49.076,0.0291,28.549,0.0902,30.499,0.0615,1.7059,0.0507,3.0133,0.0449,17.073
0.024,49.174,0.0291,28.719,0.0903,30.2,0.0615,1.668,0.0507,3.2237,0.0449,16.7331
0.024,49.192,0.0292,28.912,0.0904,29.553,0.0616,1.7142,0.0508,3.28,0.045,16.507
0.024,49.128,0.0292,29.019,0.0905,28.998,0.0617,1.7107,0.0508,3.5546,0.0451,16.0495
0.024,49.268,0.0292,29.2,0.0906,28.316,0.0617,1.7003,0.0509,3.6429,0.0452,15.8219
0.024,49.222,0.0292,29.547,0.0908,28.17,0.0617,1.639,0.051,3.7932,0.0452,15.3955
0.024,49.205,0.0292,29.67,0.0909,28.426,0.0618,1.6943,0.0511,3.8198,0.0453,14.9121
0.024,49.153,0.0292,29.869,0.091,29.104,0.0618,1.6949,0.0511,4.0466,0.0453,14.646
0.024,49.229,0.0292,30.208,0.0911,29.697,0.0618,1.6802,0.0513,4.1038,0.0454,14.0935
0.024,49.113,0.0293,30.351,0.0912,30.766,0.0619,1.6299,0.0513,4.1875,0.0455,13.9497
0.024,48.986,0.0293,30.546,0.0914,32.012,0.062,1.6822,0.0514,4.2026,0.0455,13.4956
0.024,48.804,0.0293,30.695,0.0915,32.768,0.062,1.6756,0.0515,4.3348,0.0455,13.2809
0.024,48.976,0.0294,31.011,0.0916,34.149,0.0621,1.659,0.0516,4.3604,0.0456,12.7812
0.024,48.988,0.0294,31.187,0.0918,35.009,0.0621,1.6087,0.0516,4.3549,0.0456,12.5928
0.024,49.151,0.0294,31.362,0.0919,36.198,0.0622,1.6694,0.0517,4.3189,0.0457,12.1468
0.024,49.026,0.0294,31.405,0.092,36.482,0.0622,1.6721,0.0518,4.3496,0.0458,11.9363
0.024,49.038,0.0294,31.532,0.0921,36.61,0.0623,1.6392,0.0519,4.3208,0.0458,11.4456
0.024,48.897,0.0294,31.901,0.0922,36.408,0.0623,1.5947,0.052,4.2191,0.0459,11.254
0.024,48.973,0.0294,31.983,0.0923,36.345,0.0624,1.6689,0.052,4.1309,0.0459,10.8902
0.024,48.991,0.0295,32.112,0.0924,36.512,0.0624,1.6572,0.0521,4.0671,0.0459,10.716
0.024,49.187,0.0295,32.213,0.0924,36.734,0.0625,1.6448,0.0522,3.9713,0.046,10.3145
0.024,49.21,0.0295,32.51,0.0925,37.389,0.0626,1.5905,0.0523,3.798,0.0461,10.171
0.024,49.107,0.0295,32.585,0.0926,37.831,0.0626,1.6523,0.0523,3.6398,0.0461,9.9599
0.024,48.81,0.0295,32.624,0.0927,38.448,0.0627,1.653,0.0525,3.5026,0.0462,9.8359
0.024,48.858,0.0295,32.969,0.0927,38.857,0.0627,1.6329,0.0526,3.3683,0.0462,9.5309
0.024,48.779,0.0295,33.099,0.0928,39.634,0.0628,1.5846,0.0526,3.1186,0.0462,9.3952
0.024,48.908,0.0295,33.173,0.0929,40.109,0.0629,1.6575,0.0528,2.9329,0.0463,9.3076
0.024,49.089,0.0296,33.245,0.0929,40.364,0.0629,1.6492,0.0529,2.7159,0.0464,9.0876
0.024,49.328,0.0296,33.4,0.093,40.161,0.063,1.6395,0.053,2.5276,0.0464,8.9708
0.024,49.186,0.0296,33.502,0.0931,39.927,0.063,1.5742,0.0531,2.2233,0.0464,8.8975
0.024,48.893,0.0296,33.543,0.0932,39.192,0.0631,1.6681,0.0532,2.0222,0.0465,8.8396
0.024,48.765,0.0296,33.568,0.0933,38.455,0.0631,1.6448,0.0533,1.8493,0.0465,8.7207
0.024,49.078,0.0296,33.691,0.0933,36.909,0.0632,1.6495,0.0534,1.7217,0.0465,8.6116
0.024,49.121,0.0297,34.005,0.0934,36.054,0.0632,1.5792,0.0535,1.5441,0.0465,8.5777
0.024,49.246,0.0297,34.051,0.0935,34.867,0.0633,1.6776,0.0537,1.4139,0.0466,8.6025
0.024,49.208,0.0297,34.066,0.0936,33.905,0.0633,1.6547,0.0538,1.4047,0.0466,8.5416
0.024,49.219,0.0297,34.143,0.0937,33.683,0.0633,1.648,0.0539,1.336,0.0467,8.4626
0.024,49.094,0.0297,34.336,0.0938,33.945,0.0634,1.5785,0.054,1.327,0.0467,8.4676
0.024,49.056,0.0298,34.464,0.0939,34.254,0.0635,1.6262,0.0541,1.3091,0.0468,8.5276
0.024,49.028,0.0298,34.49,0.094,34.72,0.0635,1.6692,0.0543,1.3949,0.0468,8.5592
0.024,49.187,0.0298,34.639,0.0941,34.733,0.0635,1.6483,0.0544,1.4957,0.0468,8.5419
0.024,49.212,0.0298,34.728,0.0942,34.266,0.0636,1.59,0.0545,1.5694,0.0469,8.6276
0.024,49.15,0.0298,34.736,0.0942,33.897,0.0636,1.6391,0.0546,1.6593,0.047,8.6722
0.024,48.937,0.0299,34.716,0.0943,32.765,0.0637,1.6621,0.0547,1.8121,0.047,8.7275
0.024,49.075,0.0299,34.829,0.0944,31.495,0.0637,1.6584,0.0549,1.9832,0.047,8.7698
0.024,49.038,0.0299,34.921,0.0944,31.059,0.0638,1.5918,0.0549,2.082,0.0471,8.9638
0.024,49.148,0.0299,34.911,0.0944,30.281,0.0638,1.6548,0.055,2.1355,0.0471,9.0415
0.024,49.111,0.03,34.797,0.0944,29.893,0.0638,1.6688,0.0552,2.3703,0.0471,9.1622
0.024,49.17,0.03,34.852,0.0945,29.247,0.0638,1.6621,0.0553,2.4536,0.0472,9.2175
0.024,49.099,0.03,35.001,0.0945,28.855,0.0638,1.5994,0.0554,2.5903,0.0473,9.4086
0.024,49.11,0.03,34.98,0.0945,28.218,0.0639,1.6632,0.0555,2.6203,0.0473,9.5435
0.024,49.055,0.03,34.908,0.0946,27.27,0.0639,1.679,0.0556,2.7987,0.0473,9.6955
0.024,49.301,0.0301,35.04,0.0946,26.797,0.0639,1.6627,0.0557,2.852,0.0474,9.821
0.024,49.339,0.0301,35.076,0.0947,26.268,0.0639,1.6114,0.0558,2.9113,0.0474,10.0486
0.024,49.23,0.0301,35.053,0.0947,26.211,0.0639,1.6558,0.0559,2.882,0.0474,10.2165
0.024,49.076,0.0301,35.072,0.0948,26.219,0.0639,1.6733,0.056,2.9668,0.0475,10.3209
0.024,49.062,0.0301,35.178,0.0949,26.367,0.064,1.6805,0.0561,2.9448,0.0475,10.4632
0.024,48.998,0.0301,35.232,0.095,26.614,0.064,1.6004,0.0562,2.8994,0.0475,10.6983
0.024,49.054,0.0301,35.227,0.0951,26.723,0.064,1.6646,0.0564,2.8123,0.0476,10.937
0.024,49.123,0.0302,35.189,0.0952,26.562,0.064,1.6801,0.0565,2.7946,0.0476,11.0096
0.024,49.252,0.0302,35.25,0.0953,25.826,0.0641,1.6819,0.0566,2.7173,0.0476,11.0938
0.024,49.234,0.0302,35.354,0.0954,25.259,0.0641,1.5999,0.0567,2.641,0.0477,11.2576
0.024,49.143,0.0302,35.382,0.0955,24.252,0.0641,1.6653,0.0568,2.4407,0.0477,11.4658
0.024,49.024,0.0302,35.389,0.0957,23.699,0.0641,1.6755,0.057,2.3946,0.0477,11.6342
0.024,49.195,0.0303,35.448,0.0958,23.296,0.0641,1.6771,0.0571,2.224,0.0478,11.7574
0.024,49.153,0.0303,35.615,0.0959,23.34,0.0641,1.6114,0.0572,2.1295,0.0478,11.8686
0.024,49.243,0.0303,35.702,0.096,23.751,0.0641,1.673,0.0573,1.9189,0.0478,12.1213
0.024,49.244,0.0303,35.728,0.0962,24.007,0.0641,1.6774,0.0574,1.8896,0.0479,12.2159
0.024,49.232,0.0303,35.978,0.0963,24.12,0.0642,1.6797,0.0575,1.7178,0.0479,12.324
0.024,49.14,0.0304,36.033,0.0964,24.627,0.0642,1.6085,0.0576,1.634,0.0479,12.4999
0.024,49.139,0.0304,35.975,0.0965,24.943,0.0642,1.6845,0.0577,1.466,0.048,12.69
0.024,49.083,0.0304,36.008,0.0966,25.406,0.0642,1.6744,0.0578,1.4594,0.048,12.7801
0.024,49.389,0.0304,36.268,0.0968,25.56,0.0642,1.6812,0.0579,1.3479,0.048,12.8524
0.024,49.309,0.0305,36.346,0.0969,25.669,0.0642,1.6114,0.058,1.3123,0.048,12.9093
0.024,49.214,0.0305,36.404,0.097,25.603,0.0642,1.6822,0.0582,1.2396,0.0481,13.1311
0.024,49.081,0.0305,36.379,0.0971,25.118,0.0642,1.671,0.0583,1.2481,0.0481,13.1918
0.024,49.165,0.0306,36.255,0.0972,24.51,0.0642,1.6875,0.0584,1.2359,0.0481,13.282
0.024,49.122,0.0306,36.346,0.0973,24.384,0.0642,1.605,0.0585,1.2053,0.0482,13.3768
0.024,49.286,0.0306,36.27,0.0974,24.436,0.0642,1.6829,0.0586,1.1697,0.0482,13.4529
0.024,49.138,0.0306,36.025,0.0975,24.614,0.0642,1.6814,0.0586,1.2566,0.0482,13.5981
0.024,49.208,0.0307,35.958,0.0977,25.257,0.0642,1.6805,0.0588,1.262,0.0482,13.6301
0.024,49.182,0.0307,35.712,0.0978,25.734,0.0642,1.6131,0.0589,1.3,0.0482,13.7299
0.024,49.18,0.0307,35.47,0.0979,26.374,0.0642,1.6855,0.0589,1.2804,0.0482,13.802
0.024,49.165,0.0307,35.03,0.098,26.289,0.0642,1.676,0.0591,1.4046,0.0483,13.8895
0.024,49.31,0.0307,34.828,0.0981,25.515,0.0642,1.6834,0.0591,1.4171,0.0483,13.9098
0.024,49.23,0.0308,34.509,0.0983,24.224,0.0642,1.6131,0.0592,1.4471,0.0483,13.9461
0.024,49.237,0.0308,33.975,0.0984,23.429,0.0642,1.6855,0.0593,1.4599,0.0483,14.0505
0.0241,49.51,0.0308,33.673,0.0985,22.389,0.0642,1.6815,0.0594,1.5455,0.0483,14.1318
0.0242,49.879,0.0309,33.287,0.0986,22.165,0.0642,1.6832,0.0595,1.6007,0.0483,14.1357
0.0243,50.079,0.0309,33.033,0.0987,22.484,0.0642,1.6086,0.0595,1.6346,0.0483,14.2002
0.0244,49.007,0.0309,32.505,0.0989,22.868,0.0642,1.6949,0.0596,1.6321,0.0484,14.315
0.0244,47.831,0.0309,32.157,0.099,23.206,0.0642,1.7021,0.0597,1.7056,0.0484,14.3758
0.0246,46.31,0.031,31.592,0.0991,23.277,0.0642,1.6754,0.0598,1.7478,0.0484,14.3384
0.0246,45.615,0.031,31.193,0.0992,23.018,0.0642,1.6339,0.0598,1.7765,0.0485,14.38
0.0246,44.807,0.031,30.869,0.0993,22.658,0.0642,1.7,0.0599,1.7476,0.0485,14.5379
0.0246,44.518,0.031,30.265,0.0995,21.601,0.0642,1.6969,0.06,1.8221,0.0485,14.5836
0.0246,44.206,0.0311,30.098,0.0996,20.858,0.0642,1.6776,0.06,1.8343,0.0485,14.5678
